city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Brieselang,Brieselang,52.5833,13,Germany,DE,DEU,Brandenburg,,13118,1276596392
Annaberg-Buchholz,Annaberg-Buchholz,50.58,13.0022,Germany,DE,DEU,Saxony,minor,19382,1276866777
Torgau,Torgau,51.5603,13.0056,Germany,DE,DEU,Saxony,minor,19802,1276804920
Tolmezzo,Tolmezzo,46.4,13.0167,Italy,IT,ITA,Friuli Venezia Giulia,,9833,1380228864
Simbach am Inn,Simbach am Inn,48.2667,13.0167,Germany,DE,DEU,Bavaria,,10416,1276572176
Waldheim,Waldheim,51.0667,13.0167,Germany,DE,DEU,Saxony,,9033,1276028317
Michendorf,Michendorf,52.3,13.0167,Germany,DE,DEU,Brandenburg,,13845,1276652646
Osterhofen,Osterhofen,48.7019,13.2,Germany,DE,DEU,Bavaria,,12171,1276874172
Braunau am Inn,Braunau am Inn,48.2583,13.035,Austria,AT,AUT,Oberösterreich,minor,17095,1040852989
Frankenberg,Frankenberg,50.9108,13.0378,Germany,DE,DEU,Saxony,,13750,1276762731
Demmin,Demmin,53.905,13.0439,Germany,DE,DEU,Mecklenburg-Western Pomerania,,10395,1276386093
Salzburg,Salzburg,47.8,13.045,Austria,AT,AUT,Salzburg,admin,155021,1040312147
Dallgow-Döberitz,Dallgow-Doberitz,52.5331,13.5,Germany,DE,DEU,Brandenburg,,10687,1276604293
Neustrelitz,Neustrelitz,53.3647,13.0636,Germany,DE,DEU,Mecklenburg-Western Pomerania,,20340,1276001058
Zschopau,Zschopau,50.75,13.0667,Germany,DE,DEU,Saxony,,8996,1276308597
Potsdam,Potsdam,52.4,13.0667,Germany,DE,DEU,Brandenburg,admin,185750,1276395100
Flöha,Floha,50.8558,13.0714,Germany,DE,DEU,Saxony,,10516,1276141987
Jüterbog,Juterbog,51.9933,13.0728,Germany,DE,DEU,Brandenburg,,12612,1276769458
Falkensee,Falkensee,52.5583,13.0917,Germany,DE,DEU,Brandenburg,,44806,1276126886
Hallein,Hallein,47.6831,13.0969,Austria,AT,AUT,Salzburg,minor,21150,1040821146
Oschatz,Oschatz,51.3003,13.1072,Germany,DE,DEU,Saxony,,14195,1276313153
Döbeln,Dobeln,51.1194,13.1128,Germany,DE,DEU,Saxony,,23763,1276060973
Latisana,Latisana,45.7833,13.1167,Italy,IT,ITA,Friuli Venezia Giulia,,13133,1380553278
Gemona del Friuli,Gemona del Friuli,46.2833,13.1333,Italy,IT,ITA,Friuli Venezia Giulia,,10461,1380484180
Regen,Regen,48.9667,13.1333,Germany,DE,DEU,Bavaria,minor,11005,1276612143
Marienberg,Marienberg,50.6333,13.15,Germany,DE,DEU,Saxony,,16603,1276662047
Löwenberg,Lowenberg,52.8833,13.15,Germany,DE,DEU,Brandenburg,,8732,1276763095
Luckenwalde,Luckenwalde,52.0833,13.1667,Germany,DE,DEU,Brandenburg,minor,20839,1276376363
Klášterec nad Ohří,Klasterec nad Ohri,50.3903,13.1719,Czechia,CZ,CZE,Ústecký Kraj,,14324,1203315809
Velten,Velten,52.6833,13.1833,Germany,DE,DEU,Brandenburg,,12424,1276342323
Pasian di Prato,Pasian di Prato,46.05,13.2,Italy,IT,ITA,Friuli Venezia Giulia,,9252,1380848051
Sankt Johann im Pongau,Sankt Johann im Pongau,47.35,13.2,Austria,AT,AUT,Salzburg,minor,11235,1040330095
Trebbin,Trebbin,52.2167,13.2,Germany,DE,DEU,Brandenburg,,10016,1276041588
Hennigsdorf,Hennigsdorf,52.6378,13.2036,Germany,DE,DEU,Brandenburg,,26728,1276509399
Tavagnacco,Tavagnacco,46.1333,13.2167,Italy,IT,ITA,Friuli Venezia Giulia,,14447,1380864690
Tarcento,Tarcento,46.2167,13.2167,Italy,IT,ITA,Friuli Venezia Giulia,,8887,1380332869
Stahnsdorf,Stahnsdorf,52.3922,13.2167,Germany,DE,DEU,Brandenburg,,16203,1276819646
Bischofshofen,Bischofshofen,47.4172,13.2194,Austria,AT,AUT,Salzburg,,10540,1040799035
Udine,Udine,46.0667,13.2333,Italy,IT,ITA,Friuli Venezia Giulia,minor,97808,1380396446
Zwiesel,Zwiesel,49.0167,13.2333,Germany,DE,DEU,Bavaria,,9045,1276620797
Herzberg,Herzberg,51.6833,13.2333,Germany,DE,DEU,Brandenburg,minor,8731,1276357277
Oranienburg,Oranienburg,52.7544,13.2369,Germany,DE,DEU,Brandenburg,minor,47752,1276677137
Neubrandenburg,Neubrandenburg,53.5569,13.2611,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,63989,1276954105
Ludwigsfelde,Ludwigsfelde,52.2997,13.2667,Germany,DE,DEU,Brandenburg,,28424,1276940684
Teltow,Teltow,52.4022,13.2706,Germany,DE,DEU,Brandenburg,,27697,1276388501
Kadaň,Kadan,50.3761,13.2714,Czechia,CZ,CZE,Ústecký Kraj,,18275,1203388944
Hohen Neuendorf,Hohen Neuendorf,52.6667,13.2833,Germany,DE,DEU,Brandenburg,,27139,1276577032
Riesa,Riesa,51.3081,13.2939,Germany,DE,DEU,Saxony,,29076,1276381687
Klatovy,Klatovy,49.3953,13.295,Czechia,CZ,CZE,Plzeňský Kraj,,22496,1203400126
Nossen,Nossen,51.05,13.3,Germany,DE,DEU,Saxony,,10389,1276123820
Großbeeren,Grossbeeren,52.3544,13.3061,Germany,DE,DEU,Brandenburg,,9073,1276213734
Pocking,Pocking,48.4,13.3167,Germany,DE,DEU,Bavaria,,16399,1276193940
Brand-Erbisdorf,Brand-Erbisdorf,50.8689,13.3219,Germany,DE,DEU,Saxony,,9010,1276212051
Olbernhau,Olbernhau,50.6667,13.3333,Germany,DE,DEU,Saxony,,10458,1276224877
Zehdenick,Zehdenick,52.9833,13.3333,Germany,DE,DEU,Brandenburg,,13283,1276607810
Cervignano del Friuli,Cervignano del Friuli,45.8231,13.335,Italy,IT,ITA,Friuli Venezia Giulia,,13573,1380444773
Freiberg,Freiberg,50.9119,13.3428,Germany,DE,DEU,Saxony,minor,40485,1276914988
Plzeň,Plzen,49.7475,13.3775,Czechia,CZ,CZE,Plzeňský Kraj,admin,181240,1203402469
Bad Liebenwerda,Bad Liebenwerda,51.5167,13.4,Germany,DE,DEU,Brandenburg,,9284,1276044120
Blankenfelde,Blankenfelde,52.35,13.4,Germany,DE,DEU,Brandenburg,,29159,1276580790
Berlin,Berlin,52.52,13.405,Germany,DE,DEU,Berlin,primary,4890363,1276451290
Chomutov,Chomutov,50.4611,13.4167,Czechia,CZ,CZE,Ústecký Kraj,,46940,1203523082
Cividale del Friuli,Cividale del Friuli,46.1,13.4333,Italy,IT,ITA,Friuli Venezia Giulia,,10815,1380392084
Rangsdorf,Rangsdorf,52.2833,13.4333,Germany,DE,DEU,Brandenburg,,11695,1276090863
Jirkov,Jirkov,50.5003,13.4419,Czechia,CZ,CZE,Ústecký Kraj,,19305,1203484786
Zossen,Zossen,52.2167,13.4497,Germany,DE,DEU,Brandenburg,,21433,1276905478
Wandlitz,Wandlitz,52.75,13.4497,Germany,DE,DEU,Brandenburg,,24104,1276059066
Passau,Passau,48.5744,13.4647,Germany,DE,DEU,Bavaria,minor,53907,1276123699
Spittal an der Drau,Spittal an der Drau,46.7833,13.4833,Austria,AT,AUT,Kärnten,minor,15413,1040131621
Meißen,Meissen,51.1667,13.4833,Germany,DE,DEU,Saxony,minor,29011,1276054483
Ried im Innkreis,Ried im Innkreis,48.21,13.4894,Austria,AT,AUT,Oberösterreich,minor,11903,1040700214
Ronchi dei Legionari,Ronchi dei Legionari,45.8333,13.5,Italy,IT,ITA,Friuli Venezia Giulia,,11780,1380970887
Templin,Templin,53.1167,13.5,Germany,DE,DEU,Brandenburg,,15599,1276089341
Schönefeld,Schonefeld,52.3883,13.5047,Germany,DE,DEU,Brandenburg,,19174,1276663675
Umag,Umag,45.4333,13.5167,Croatia,HR,HRV,Istarska Županija,minor,12699,1191619826
Sušice,Susice,49.2311,13.5203,Czechia,CZ,CZE,Plzeňský Kraj,,10820,1203245330
Dobrovo,Dobrovo,45.9989,13.5296,Slovenia,SI,SVN,Brda,admin,334,1705226459
Monfalcone,Monfalcone,45.8,13.5333,Italy,IT,ITA,Friuli Venezia Giulia,,29637,1380849688
Klipphausen,Klipphausen,51.0833,13.5333,Germany,DE,DEU,Saxony,,10366,1276821311
Mittenwalde,Mittenwalde,52.2667,13.5333,Germany,DE,DEU,Brandenburg,,9854,1276476761
Wilsdruff,Wilsdruff,51.0522,13.5383,Germany,DE,DEU,Saxony,,14551,1276738335
Žatec,Zatec,50.33,13.5444,Czechia,CZ,CZE,Ústecký Kraj,,19044,1203368176
Großenhain,Grossenhain,51.2833,13.55,Germany,DE,DEU,Saxony,,18102,1276062611
Bovec,Bovec,46.3378,13.5522,Slovenia,SI,SVN,Bovec,admin,1586,1705609781
Weinböhla,Weinbohla,51.1667,13.5667,Germany,DE,DEU,Saxony,,10549,1276478682
Doberlug-Kirchhain,Doberlug-Kirchhain,51.6167,13.5667,Germany,DE,DEU,Brandenburg,,9032,1276784712
Piran,Piran,45.5283,13.5683,Slovenia,SI,SVN,Piran,admin,3787,1705085466
Ahrensfelde,Ahrensfelde,52.5758,13.5764,Germany,DE,DEU,Brandenburg,,14050,1276671758
Kobarid,Kobarid,46.2464,13.578,Slovenia,SI,SVN,Kobarid,admin,1085,1705651680
Schulzendorf,Schulzendorf,52.3667,13.5831,Germany,DE,DEU,Brandenburg,,9575,1276028014
Coswig,Coswig,51.1333,13.5833,Germany,DE,DEU,Saxony,,20512,1276791212
Rokycany,Rokycany,49.7425,13.5956,Czechia,CZ,CZE,Plzeňský Kraj,,14309,1203614655
Poreč,Porec,45.2272,13.5958,Croatia,HR,HRV,Istarska Županija,minor,16607,1191152483
Waldkirchen,Waldkirchen,48.7305,13.6011,Germany,DE,DEU,Bavaria,,11143,1276702006
Miren,Miren,45.8962,13.6072,Slovenia,SI,SVN,Miren-Kostanjevica,admin,1506,1705608129
Litvínov,Litvinov,50.6008,13.6111,Czechia,CZ,CZE,Ústecký Kraj,,22695,1203716170
Gorizia,Gorizia,45.9333,13.6167,Italy,IT,ITA,Friuli Venezia Giulia,minor,33506,1380874405
Zeuthen,Zeuthen,52.3667,13.6167,Germany,DE,DEU,Brandenburg,,11491,1276555681
Königs Wusterhausen,Konigs Wusterhausen,52.2917,13.625,Germany,DE,DEU,Brandenburg,,38929,1276871907
Rovinj,Rovinj,45.0833,13.6333,Croatia,HR,HRV,Istarska Županija,minor,12968,1191599469
Bad Ischl,Bad Ischl,47.7203,13.6333,Austria,AT,AUT,Oberösterreich,,14133,1040620508
Hauzenberg,Hauzenberg,48.65,13.6333,Germany,DE,DEU,Bavaria,,11781,1276386776
Wildau,Wildau,52.3167,13.6333,Germany,DE,DEU,Brandenburg,,10984,1276865619
Kanal,Kanal,46.088,13.6347,Slovenia,SI,SVN,Kanal ob Soči,admin,1142,1705955833
Most,Most,50.5031,13.6367,Czechia,CZ,CZE,Ústecký Kraj,,63856,1203813984
Šempeter pri Gorici,Sempeter pri Gorici,45.9284,13.6378,Slovenia,SI,SVN,Šempeter-Vrtojba,admin,3694,1705397569
Hönow,Honow,52.5483,13.6378,Germany,DE,DEU,Brandenburg,,9800,1276348577
Nova Gorica,Nova Gorica,45.9558,13.6433,Slovenia,SI,SVN,Nova Gorica,admin,13031,1705939355
Freital,Freital,51.0167,13.65,Germany,DE,DEU,Saxony,,39558,1276672229
Radebeul,Radebeul,51.1,13.65,Germany,DE,DEU,Saxony,,34096,1276277969
Bestensee,Bestensee,52.25,13.65,Germany,DE,DEU,Brandenburg,,8932,1276932357
Vöcklabruck,Vocklabruck,48.0086,13.6558,Austria,AT,AUT,Oberösterreich,minor,12299,1040721177
Dippoldiswalde,Dippoldiswalde,50.8933,13.6667,Germany,DE,DEU,Saxony,,14161,1276205316
Hoppegarten,Hoppegarten,52.5167,13.6667,Germany,DE,DEU,Brandenburg,,18469,1276233204
Izola,Izola,45.5344,13.6675,Slovenia,SI,SVN,Izola,admin,11682,1705476087
Anklam,Anklam,53.85,13.6833,Germany,DE,DEU,Mecklenburg-Western Pomerania,,12312,1276192154
Finsterwalde,Finsterwalde,51.6282,13.7102,Germany,DE,DEU,Brandenburg,,15968,1276493643
Bannewitz,Bannewitz,50.9931,13.7167,Germany,DE,DEU,Saxony,,11142,1276329981
Luckau,Luckau,51.85,13.7167,Germany,DE,DEU,Brandenburg,,9501,1276191048
Attnang-Puchheim,Attnang-Puchheim,48.0167,13.7197,Austria,AT,AUT,Oberösterreich,,8944,1040023749
Altlandsberg,Altlandsberg,52.5667,13.7331,Germany,DE,DEU,Brandenburg,,9808,1276344426
Koper,Koper,45.55,13.7333,Slovenia,SI,SVN,Koper,admin,25753,1705478862
Rakovník,Rakovnik,50.1039,13.7333,Czechia,CZ,CZE,Středočeský Kraj,,15574,1203062806
Werneuchen,Werneuchen,52.6333,13.7333,Germany,DE,DEU,Brandenburg,,9369,1276171183
Tolmin,Tolmin,46.1857,13.7352,Slovenia,SI,SVN,Tolmin,admin,3525,1705602247
Ankaran,Ankaran,45.5793,13.7379,Slovenia,SI,SVN,Ankaran,admin,3224,1705521676
Dresden,Dresden,51.05,13.74,Germany,DE,DEU,Saxony,admin,563311,1276561036
Duchcov,Duchcov,50.6039,13.7464,Czechia,CZ,CZE,Ústecký Kraj,,8684,1203260902
Aurisina,Aurisina,45.7333,13.75,Italy,IT,ITA,Friuli Venezia Giulia,,8609,1380187314
Erkner,Erkner,52.4167,13.75,Germany,DE,DEU,Brandenburg,,11970,1276566171
Komen,Komen,45.8159,13.7507,Slovenia,SI,SVN,Komen,admin,642,1705031068
Altmünster,Altmunster,47.9014,13.7514,Austria,AT,AUT,Oberösterreich,,9793,1040325018
Woltersdorf,Woltersdorf,52.4478,13.7572,Germany,DE,DEU,Brandenburg,,8520,1276051471
Múggia,Muggia,45.6,13.7667,Italy,IT,ITA,Friuli Venezia Giulia,,12862,1380254049
Trieste,Trieste,45.6503,13.7703,Italy,IT,ITA,Friuli Venezia Giulia,admin,198417,1380102581
Bílina,Bilina,50.5481,13.7761,Czechia,CZ,CZE,Ústecký Kraj,,14633,1203669701
Kranjska Gora,Kranjska Gora,46.4854,13.7871,Slovenia,SI,SVN,Kranjska Gora,admin,1452,1705443136
Louny,Louny,50.3572,13.7969,Czechia,CZ,CZE,Ústecký Kraj,,18121,1203988380
Gmunden,Gmunden,47.9181,13.7994,Austria,AT,AUT,Oberösterreich,minor,13191,1040670341
Lauchhammer,Lauchhammer,51.5,13.8,Germany,DE,DEU,Brandenburg,,14143,1276576746
Grünheide,Grunheide,52.4167,13.8167,Germany,DE,DEU,Brandenburg,,9152,1276449341
Laakirchen,Laakirchen,47.9828,13.8242,Austria,AT,AUT,Oberösterreich,,9861,1040055619
Ottendorf-Okrilla,Ottendorf-Okrilla,51.1792,13.8261,Germany,DE,DEU,Saxony,,9971,1276340618
Teplice,Teplice,50.6444,13.8319,Czechia,CZ,CZE,Ústecký Kraj,,50843,1203801370
Eberswalde,Eberswalde,52.8333,13.8333,Germany,DE,DEU,Brandenburg,minor,41461,1276311453
Pula,Pula,44.8703,13.8456,Croatia,HR,HRV,Istarska Županija,minor,52220,1191143009
Villach,Villach,46.6167,13.85,Austria,AT,AUT,Kärnten,minor,65127,1040202364
Krupka,Krupka,50.6844,13.8583,Czechia,CZ,CZE,Ústecký Kraj,,12710,1203244914
Heidenau,Heidenau,50.9833,13.8667,Germany,DE,DEU,Saxony,,16884,1276588672
Prenzlau,Prenzlau,53.3167,13.8667,Germany,DE,DEU,Brandenburg,minor,18909,1276456147
Sežana,Sezana,45.7034,13.8706,Slovenia,SI,SVN,Sežana,admin,6037,1705079549
Strausberg,Strausberg,52.5833,13.8833,Germany,DE,DEU,Brandenburg,,27344,1276019110
Lübben (Spreewald),Lubben (Spreewald),51.95,13.9,Germany,DE,DEU,Brandenburg,minor,13966,1276964065
Strakonice,Strakonice,49.2614,13.9025,Czechia,CZ,CZE,Jihočeský Kraj,,22583,1203755418
Ajdovščina,Ajdovscina,45.8861,13.9097,Slovenia,SI,SVN,Ajdovščina,admin,6843,1705580792
Radeberg,Radeberg,51.1167,13.9167,Germany,DE,DEU,Saxony,,18980,1276815602
Pazin,Pazin,45.2403,13.9367,Croatia,HR,HRV,Istarska Županija,admin,8279,1191654566
Pirna,Pirna,50.9622,13.9403,Germany,DE,DEU,Saxony,minor,39054,1276247543
Bohinjska Bistrica,Bohinjska Bistrica,46.2742,13.9524,Slovenia,SI,SVN,Bohinj,admin,1767,1705094350
Vipava,Vipava,45.8476,13.9624,Slovenia,SI,SVN,Vipava,admin,2101,1705864633
Lübbenau/Spreewald,Lubbenau/Spreewald,51.8667,13.9667,Germany,DE,DEU,Brandenburg,,15726,1276392829
Divača,Divaca,45.682,13.9702,Slovenia,SI,SVN,Divača,admin,1734,1705065298
Cerkno,Cerkno,46.1278,13.9875,Slovenia,SI,SVN,Cerkno,admin,1425,1705759580
Prachatice,Prachatice,49.0131,13.9975,Czechia,CZ,CZE,Jihočeský Kraj,,11211,1203326615
Angermünde,Angermunde,53.0333,14,Germany,DE,DEU,Brandenburg,,13692,1276588063
Pasewalk,Pasewalk,53.5,14,Germany,DE,DEU,Mecklenburg-Western Pomerania,,9811,1276152058
Torgelow,Torgelow,53.6167,14,Germany,DE,DEU,Mecklenburg-Western Pomerania,,9307,1276888250
Příbram,Pribram,49.6883,14.0092,Czechia,CZ,CZE,Středočeský Kraj,,32743,1203262749
Wels,Wels,48.15,14.0167,Austria,AT,AUT,Oberösterreich,minor,61233,1040833210
Großröhrsdorf,Grossrohrsdorf,51.1444,14.0167,Germany,DE,DEU,Saxony,,9679,1276821884
Senftenberg,Senftenberg,51.5167,14.0167,Germany,DE,DEU,Brandenburg,minor,23405,1276241839
Idrija,Idrija,46.0025,14.0275,Slovenia,SI,SVN,Idrija,admin,5848,1705472042
Bad Freienwalde,Bad Freienwalde,52.7856,14.0325,Germany,DE,DEU,Brandenburg,,12360,1276111750
Velden am Wörthersee,Velden am Worthersee,46.6,14.0333,Austria,AT,AUT,Kärnten,,8952,1040535411
Králŭv Dvŭr,Kraluv Dvur,49.9467,14.035,Czechia,CZ,CZE,Středočeský Kraj,,10428,1203703070
Ústí nad Labem,Usti nad Labem,50.6583,14.0417,Czechia,CZ,CZE,Ústecký Kraj,admin,91963,1203734193
Ueckermünde,Ueckermunde,53.7389,14.0444,Germany,DE,DEU,Mecklenburg-Western Pomerania,,8598,1276552736
Lovosice,Lovosice,50.515,14.0511,Czechia,CZ,CZE,Ústecký Kraj,,8803,1203138826
Jesenice,Jesenice,46.4366,14.0602,Slovenia,SI,SVN,Jesenice,admin,8399,1705471403
Fürstenwalde,Furstenwalde,52.3667,14.0667,Germany,DE,DEU,Brandenburg,,32646,1276767308
Zgornje Gorje,Zgornje Gorje,46.3801,14.0684,Slovenia,SI,SVN,Gorje,admin,532,1705342044
Beroun,Beroun,49.9642,14.0739,Czechia,CZ,CZE,Středočeský Kraj,,20809,1203585066
Slaný,Slany,50.2306,14.0869,Czechia,CZ,CZE,Středočeský Kraj,,16557,1203367412
Feldkirchen,Feldkirchen,46.7167,14.1,Austria,AT,AUT,Kärnten,minor,14198,1040318480
Kamenz,Kamenz,51.2667,14.1,Germany,DE,DEU,Saxony,,17015,1276558710
Kladno,Kladno,50.1431,14.1053,Czechia,CZ,CZE,Středočeský Kraj,,68436,1203557079
Žiri,Ziri,46.0469,14.1097,Slovenia,SI,SVN,Žiri,admin,3657,1705440220
Marchtrenk,Marchtrenk,48.1917,14.1106,Austria,AT,AUT,Oberösterreich,,13603,1040791234
Bled,Bled,46.3688,14.114,Slovenia,SI,SVN,Bled,admin,4929,1705655016
Labin,Labin,45.0833,14.1167,Croatia,HR,HRV,Istarska Županija,minor,10424,1191000718
Litoměřice,Litomerice,50.5342,14.1328,Czechia,CZ,CZE,Ústecký Kraj,,23124,1203149283
Gorenja Vas,Gorenja Vas,46.1069,14.1451,Slovenia,SI,SVN,Gorenja Vas-Poljane,admin,1132,1705961189
Písek,Pisek,49.3089,14.1475,Czechia,CZ,CZE,Jihočeský Kraj,,30742,1203813820
Železniki,Zelezniki,46.2182,14.1592,Slovenia,SI,SVN,Železniki,admin,3069,1705885002
Dobříš,Dobris,49.7811,14.1672,Czechia,CZ,CZE,Středočeský Kraj,,8831,1203853361
Radovljica,Radovljica,46.3425,14.1721,Slovenia,SI,SVN,Radovljica,admin,5981,1705488511
Bischofswerda,Bischofswerda,51.1275,14.1797,Germany,DE,DEU,Saxony,,10686,1276164300
Děčín,Decin,50.7736,14.1961,Czechia,CZ,CZE,Ústecký Kraj,,47180,1203262893
Pivka,Pivka,45.6833,14.2,Slovenia,SI,SVN,Pivka,admin,2059,1705709650
Postojna,Postojna,45.7759,14.2137,Slovenia,SI,SVN,Postojna,admin,9605,1705090259
Neustadt,Neustadt,51.0239,14.2167,Germany,DE,DEU,Saxony,,11888,1276897254
Logatec,Logatec,45.9167,14.2297,Slovenia,SI,SVN,Logatec,admin,9091,1705275257
Traun,Traun,48.2217,14.2397,Austria,AT,AUT,Oberösterreich,,24477,1040684469
Leonding,Leonding,48.2667,14.25,Austria,AT,AUT,Oberösterreich,,28698,1040991026
Hoyerswerda,Hoyerswerda,51.4333,14.25,Germany,DE,DEU,Saxony,,31356,1276992982
Kolkwitz,Kolkwitz,51.75,14.25,Germany,DE,DEU,Brandenburg,,9348,1276591838
Świnoujście,Swinoujscie,53.9167,14.25,Poland,PL,POL,Zachodniopomorskie,minor,40204,1616487084
Hostivice,Hostivice,50.0814,14.2525,Czechia,CZ,CZE,Středočeský Kraj,,9123,1203249506
Ilirska Bistrica,Ilirska Bistrica,45.5679,14.2527,Slovenia,SI,SVN,Ilirska Bistrica,admin,4323,1705031705
Roudnice nad Labem,Roudnice nad Labem,50.4236,14.2539,Czechia,CZ,CZE,Ústecký Kraj,,12747,1203268404
Schwedt (Oder),Schwedt (Oder),53.05,14.2667,Germany,DE,DEU,Brandenburg,,33495,1276552729
Sebnitz,Sebnitz,50.9667,14.2833,Germany,DE,DEU,Saxony,,9522,1276466123
Linz,Linz,48.3058,14.2864,Austria,AT,AUT,Oberösterreich,admin,210165,1040261171
Ansfelden,Ansfelden,48.2083,14.2889,Austria,AT,AUT,Oberösterreich,,16194,1040496902
Tržič,Trzic,46.3581,14.293,Slovenia,SI,SVN,Tržič,admin,3670,1705554055
Vrhnika,Vrhnika,45.9624,14.2937,Slovenia,SI,SVN,Vrhnika,admin,8969,1705071756
Horjul,Horjul,46.023,14.2981,Slovenia,SI,SVN,Horjul,admin,1169,1705243858
Opatija,Opatija,45.3333,14.3,Croatia,HR,HRV,Primorsko-Goranska Županija,minor,10619,1191982660
Klagenfurt,Klagenfurt,46.6167,14.3,Austria,AT,AUT,Kärnten,admin,101403,1040149651
Škofja Loka,Skofja Loka,46.1672,14.303,Slovenia,SI,SVN,Škofja Loka,admin,11671,1705743622
Kralupy nad Vltavou,Kralupy nad Vltavou,50.2408,14.3067,Czechia,CZ,CZE,Středočeský Kraj,,18770,1203317115
Sierning,Sierning,48.0447,14.31,Austria,AT,AUT,Oberösterreich,,9371,1040285076
Český Krumlov,Cesky Krumlov,48.8111,14.3153,Czechia,CZ,CZE,Jihočeský Kraj,,12907,1203973467
Matulji,Matulji,45.3667,14.3167,Croatia,HR,HRV,Primorsko-Goranska Županija,minor,10773,1191059723
Naklo,Naklo,46.2749,14.3176,Slovenia,SI,SVN,Naklo,admin,1776,1705637872
Cottbus,Cottbus,51.7606,14.3342,Germany,DE,DEU,Brandenburg,minor,99515,1276436655
Kastav,Kastav,45.375,14.349,Croatia,HR,HRV,Primorsko-Goranska Županija,minor,10202,1191243923
Borovnica,Borovnica,45.9197,14.3572,Slovenia,SI,SVN,Borovnica,admin,2674,1705665714
Břevnov,Brevnov,50.0833,14.3579,Czechia,CZ,CZE,Středočeský Kraj,,25756,1203462593
Cerknica,Cerknica,45.7964,14.3581,Slovenia,SI,SVN,Cerknica,admin,4018,1705932096
Kranj,Kranj,46.2333,14.3667,Slovenia,SI,SVN,Kranj,admin,37553,1705842003
Sankt Veit an der Glan,Sankt Veit an der Glan,46.7667,14.3667,Austria,AT,AUT,Kärnten,minor,12547,1040281881
Štětí,Steti,50.4531,14.3742,Czechia,CZ,CZE,Ústecký Kraj,,8572,1203443601
Spremberg,Spremberg,51.5717,14.3794,Germany,DE,DEU,Brandenburg,,21585,1276939967
Dragomer,Dragomer,46.0189,14.382,Slovenia,SI,SVN,Log-Dragomer,admin,1464,1705762040
Viškovo,Viskovo,45.3778,14.3861,Croatia,HR,HRV,Primorsko-Goranska Županija,minor,16084,1191502082
Roztoky,Roztoky,50.1614,14.3869,Czechia,CZ,CZE,Středočeský Kraj,,8971,1203472886
Dobrova,Dobrova,46.0533,14.4144,Slovenia,SI,SVN,Dobrova-Polhov Gradec,admin,921,1705653264
Medvode,Medvode,46.1382,14.4147,Slovenia,SI,SVN,Medvode,admin,5380,1705158152
Steyr,Steyr,48.0333,14.4167,Austria,AT,AUT,Oberösterreich,minor,38331,1040132113
Brezovica,Brezovica,46.0207,14.4178,Slovenia,SI,SVN,Brezovica,admin,3221,1705190624
Šenčur,Sencur,46.243,14.4181,Slovenia,SI,SVN,Šenčur,admin,3121,1705968659
Preddvor,Preddvor,46.3052,14.4203,Slovenia,SI,SVN,Preddvor,admin,835,1705403351
Prague,Prague,50.0875,14.4214,Czechia,CZ,CZE,Praha,primary,1357326,1203744823
Bautzen,Bautzen,51.1814,14.4242,Germany,DE,DEU,Saxony,minor,38140,1276088190
Engerwitzdorf,Engerwitzdorf,48.3397,14.4256,Austria,AT,AUT,Oberösterreich,,8790,1040013380
Rijeka,Rijeka,45.3272,14.4411,Croatia,HR,HRV,Primorsko-Goranska Županija,admin,107964,1191949063
Stari Trg,Stari Trg,45.7142,14.4695,Slovenia,SI,SVN,Loška Dolina,admin,838,1705849784
České Budějovice,Ceske Budejovice,48.9747,14.4747,Czechia,CZ,CZE,Jihočeský Kraj,admin,96417,1203398046
Enns,Enns,48.2167,14.475,Austria,AT,AUT,Oberösterreich,,11937,1040630607
Mělník,Melnik,50.3519,14.475,Czechia,CZ,CZE,Středočeský Kraj,,20202,1203735988
Cerklje na Gorenjskem,Cerklje na Gorenjskem,46.2488,14.4855,Slovenia,SI,SVN,Cerklje na Gorenjskem,admin,1710,1705820033
Gryfino,Gryfino,53.2531,14.4875,Poland,PL,POL,Zachodniopomorskie,minor,20297,1616595491
Vodice,Vodice,46.1897,14.4944,Slovenia,SI,SVN,Vodice,admin,1706,1705728443
Zgornje Jezersko,Zgornje Jezersko,46.3951,14.4966,Slovenia,SI,SVN,Jezersko,admin,558,1705991236
Ljubljana,Ljubljana,46.0514,14.5061,Slovenia,SI,SVN,Ljubljana,primary,284293,1705917455
Nova Vas,Nova Vas,45.7726,14.5064,Slovenia,SI,SVN,Bloke,admin,293,1705701553
Jesenice,Jesenice,49.9683,14.5136,Czechia,CZ,CZE,Středočeský Kraj,,10169,1203216192
Neratovice,Neratovice,50.2594,14.5178,Czechia,CZ,CZE,Středočeský Kraj,,16220,1203620692
Sankt Valentin,Sankt Valentin,48.1667,14.5333,Austria,AT,AUT,Niederösterreich,,9340,1040852174
Česká Lípa,Ceska Lipa,50.6886,14.5386,Czechia,CZ,CZE,Liberecký Kraj,,37262,1203109242
Komenda,Komenda,46.2073,14.539,Slovenia,SI,SVN,Komenda,admin,896,1705295612
Ig,Ig,45.9692,14.5394,Slovenia,SI,SVN,Ig,admin,2240,1705409266
Szczecin,Szczecin,53.4325,14.5481,Poland,PL,POL,Zachodniopomorskie,admin,396168,1616256546
